Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58744977,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,"=""1501171348""","=""9781501171345""",0,3.86,Simon & Schuster,Hardcover,306,2021,2021,,2022/01/01,to-read,to-read (#2),to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.61,Orion Children's Books,Kindle Edition,561,2016,2016,2022/01/01,2021/09/27,,,read,,,,1,0
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,"=""1481497588""","=""9781481497589""",0,3.65,Margaret K. McElderry Books,Hardcover,304,2017,2017,,2021/10/03,to-read,to-read (#1),to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,4.50,Henry Holt & Company,Hardcover,465,2015,2015,2021/09/27,2021/09/21,,,read,Really enjoyed getting to know the characters. Kaz and Inej were my fav. It didn’t end how I wanted it to and I still have a lot of questions. ,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.45,Atria Books,Hardcover,389,2017,2017,2021/09/05,2021/09/06,,,read,,,,1,0
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,"=""0312642989""","=""9780312642983""",4,4.43,Feiwel & Friends,Hardcover,832,2015,2015,2021/01/03,2021/01/03,,,read,,,,1,0
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,"=""0312642970""","=""9780312642976""",4,4.42,Feiwel & Friends,Hardcover,566,2014,2014,2021/01/01,2021/01/03,,,read,,,,1,0
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,"=""0312642962""","=""9780312642969""",4,4.25,Feiwel & Friends,Hardcover,454,2013,2013,2020/06/09,2021/01/03,,,read,,,,1,0
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",4,4.13,Feiwel & Friends,Hardcover,400,2012,2012,2020/05/29,2021/01/03,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.13,Anchor Books,Paperback,314,1998,1985,,2018/07/03,,,read,I had somewhat of an idea what this book would be about because I had seen small parts of the show. Because the book was hyped up so much for me I was disappointed with the book. Maybe I just didn't understand the themes and the underlying meaning in the text. I thought the way the story was told was unnecessary and somewhat confusing at points. While I liked some parts of the book like the interaction between the main character and her commander and Nick I was left wanting more. I was surprised at how abruptly the book ended and actually wanted to find out what happened. I thought the the books plot definitely had potential but it didn't fulfill my expectations. ,,,1,0
36204075,"The Word Is Murder (Hawthorne and Horowitz Mystery, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062676784""","=""9780062676788""",4,3.93,Harper,Hardcover,400,2018,2017,,2018/07/03,,,read,I thought the beginning was a bit slow but the second half of the book was exciting to read. Every time a new plot twist occurred or a new character was introduced I had to keep switching who I thought was the murderer. I wish I could have learned more about the detective however this was a good mystery book. ,,,1,0
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",4,4.13,Vintage,Paperback,400,2003,1985,2018/07/02,2018/07/03,,,read,,,,1,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",4,4.30,Beacon Press,Paperback,288,2003,1979,,2018/05/31,,,read,I was skeptical about the book at first but I really enjoyed reading this book. I appreciated how smart and strong Dana was as well the creative way the author choose to write the story.,,,2,0
26236956,The Obsession,Nora Roberts,"Roberts, Nora",,"=""0399175164""","=""9780399175169""",3,4.22,Berkley,Hardcover,453,2016,2016,2017/09/11,2017/09/11,,,read,"I really liked how strong and independent Naomi, the main character was, which is for me something I don't see often. I really liked the flow of the plot however I thought the ending was too abrupt and short.",,,1,0
26192990,The Penguin Lessons,Tom Michell,"Michell, Tom",,"=""0718181638""","=""9780718181635""",2,4.11,Michael Joseph,Hardcover,229,2015,2015,2017/01/21,2017/01/11,,,read,"I thought this book included some very adorable moments between the author and Juan Salvador, his penguin companion. However, I thought the book had its dry moments which made it hard to continue reading. Maybe it's just me but I thought the writing came from a perspective that I didn't really like.",,,1,0
15769788,"Rebel (Reboot, #2)",Amy Tintera,"Tintera, Amy",,"=""0062217100""","=""9780062217103""",5,4.00,HarperTeen,Hardcover,340,2014,2014,2017/01/12,2017/01/11,,,read,"I was skeptical of reading the second book considering that most sequels never live up to the first book however, to my surprise, I like the second book even more! I love how the author offers both Wren's and Callum's perspective in the book. The romantic scenes between them are so adorable. I also loved how the plot many unpredictable twists and turns. This series was great read!",,,1,0
13517455,"Reboot (Reboot, #1)",Amy Tintera,"Tintera, Amy",,"=""0062217070""","=""9780062217073""",4,3.89,HarperTeen,Hardcover,365,2013,2013,2017/01/07,2017/01/07,,,read,"Honestly, I haven't read a real book in a long time. So maybe I'm biased but I really enjoyed this book. The heroine provided a fresh new perspective, she was strong-willed and didn't do anything stupid even after falling in love. I liked how both Wren's and Callum's characters progressed and their relationship was so cute. Their romantic moments were to die for. I was apprehensive at first because Wren's character seemed to have a lot more emotions and feelings than her 178 number seemed to suggest to me, but I got over it because the story was intriguing. I'm looking forward to reading the sequel (hopefully it's just as good).   ",,,1,0
